,step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
3949504,287,4,1203986.45,0.0,0.0,6472583.79,7676570.24,0
1024318,48,3,5154.76,40799.0,35644.24,0.0,0.0,0
4253349,306,3,16102.71,0.0,0.0,0.0,0.0,0
3439086,256,1,326137.89,0.0,0.0,868149.71,1194287.6,0
1598057,156,1,234071.38,12405.0,0.0,1141480.21,1375551.59,0
2585601,207,0,179985.74,41552.0,221537.74,0.0,0.0,0
5929205,404,1,305975.38,0.0,0.0,1868091.84,2174067.23,0
6238640,594,3,17267.23,0.0,0.0,0.0,0.0,0
5395023,377,1,264325.98,0.0,0.0,746054.16,1010380.14,0
4518201,325,1,276774.27,34547.0,0.0,0.0,276774.27,0
1212987,133,3,30716.22,0.0,0.0,0.0,0.0,0
1998652,179,0,176562.49,2259964.54,2436527.02,2567936.29,2391373.81,0
2085122,182,0,415743.91,678626.0,1094369.91,243053.08,0.0,0
3958679,289,3,27259.77,0.0,0.0,0.0,0.0,0
609978,34,0,71208.11,6418905.96,6490114.07,757108.36,544468.48,0
3171509,238,3,14320.26,0.0,0.0,0.0,0.0,0
1516338,153,1,303828.77,1188.0,0.0,26187.73,330016.5,0
3682281,276,1,77736.94,220662.65,142925.71,164121.94,241858.88,0
2631800,209,3,13901.77,39913.0,26011.23,0.0,0.0,0
4483905,324,1,84021.79,11386.0,0.0,854701.55,938723.34,0
2288741,187,4,35152.53,0.0,0.0,53065.07,88217.6,0
4816866,346,3,6488.5,0.0,0.0,0.0,0.0,0
699930,37,1,86929.24,0.0,0.0,145398.91,232328.15,0
5203267,370,3,4469.48,0.0,0.0,0.0,0.0,0
4489857,324,1,105498.05,0.0,0.0,5118114.84,5223612.89,0
4359741,309,0,60599.03,71802.0,132401.04,1071493.63,1010894.59,0
2520562,205,0,165589.87,403208.75,568798.61,765779.13,1508984.37,0
304766,15,3,2952.79,19331.0,16378.21,0.0,0.0,0
1837608,163,1,142577.03,10148.0,0.0,0.0,142577.03,0
2482045,204,0,46076.1,2941.0,49017.1,961729.2,915653.1,0
4371410,310,3,10946.07,139472.43,128526.37,0.0,0.0,0
3633542,274,3,1485.96,11493.0,10007.04,0.0,0.0,0
596436,33,1,362714.96,6523.76,0.0,6197402.09,6560117.04,0
3574626,261,0,74232.2,5098837.96,5173070.15,314325.06,240092.87,0
740460,38,1,68148.32,0.0,0.0,256185.64,324333.95,0
195592,13,0,200726.12,8419518.06,8620244.18,14892584.37,14691858.24,0
803003,40,1,550465.05,163700.64,0.0,639539.95,1190005.0,0
3173638,238,0,292686.03,17469900.74,17762586.77,4645893.85,4353207.82,0
5398267,377,3,17786.06,865.0,0.0,0.0,0.0,0
3215094,249,3,10885.59,0.0,0.0,0.0,0.0,0
1194984,132,4,367305.97,104454.0,0.0,558244.63,925550.6,0
6075358,517,3,8726.28,0.0,0.0,0.0,0.0,0
6165036,550,1,157402.73,0.0,0.0,619930.04,777332.77,0
324144,16,3,2508.1,0.0,0.0,0.0,0.0,0
5790158,401,3,5929.45,0.0,0.0,0.0,0.0,0
2416590,202,3,7179.28,35666.0,28486.72,0.0,0.0,0
3568174,260,1,209541.14,0.0,0.0,307432.51,330912.35,0
1324680,137,0,443890.29,4348852.44,4792742.73,632038.3,188148.01,0
2231860,186,3,463.68,380441.22,379977.54,0.0,0.0,0
1517904,153,0,81256.99,84149.0,165405.99,102728.83,21471.84,0
3045874,234,4,636344.37,0.0,0.0,1706090.51,2342434.88,0
2122611,183,0,114874.01,3234725.29,3349599.3,1614442.77,1499568.76,0
2296264,187,0,203863.59,25983.0,229846.59,255494.25,51630.66,0
175873,12,3,22637.8,310979.53,288341.73,0.0,0.0,0
4192862,305,3,11731.27,209147.58,197416.31,0.0,0.0,0
3572059,261,3,4821.65,11422.0,6600.35,0.0,0.0,0
723011,37,0,213857.86,53567.0,267424.86,544703.74,330845.89,0
3797068,281,0,203937.51,7759729.27,7963666.78,231769.24,27831.73,0
1088536,129,3,40154.54,0.0,0.0,0.0,0.0,0
1488769,142,0,94483.99,2809088.92,2903572.91,970584.58,876100.59,0
125834,11,0,95322.38,21539.0,116861.38,0.0,0.0,0
1564363,155,3,8215.3,0.0,0.0,0.0,0.0,0
3278762,251,1,254768.53,5142.0,0.0,103461.62,358230.15,0
781895,39,1,201838.59,0.0,0.0,533875.89,735714.48,0
309662,16,0,189668.51,5785679.12,5975347.63,4457246.94,4488943.53,0
5612797,395,1,108363.35,11529.54,0.0,1061214.41,1169577.76,0
157219,12,1,91945.63,12550.0,0.0,144347.86,508538.15,0
2698181,211,1,134604.8,19893.0,0.0,1667378.26,1801983.06,0
5328541,374,3,24997.67,0.0,0.0,0.0,0.0,0
4914738,349,3,1064.79,0.0,0.0,0.0,0.0,0
1663311,158,1,121084.85,12134.0,0.0,0.0,121084.85,0
522565,20,0,126469.12,6059451.39,6185920.51,176978.91,194366.36,0
4675295,331,3,8294.03,20305.0,12010.97,0.0,0.0,0
4499412,325,3,2840.52,5003.0,2162.48,0.0,0.0,0
3272837,251,1,190182.29,0.0,0.0,3269260.76,3459443.05,0
5278811,372,1,30059.48,877.0,0.0,0.0,30059.48,0
1795950,162,3,21664.64,0.0,0.0,0.0,0.0,0
5509237,380,1,181600.83,25244.0,0.0,0.0,181600.83,0
1080137,129,0,182113.38,3764440.63,3946554.01,861610.84,679497.46,0
619719,34,3,1587.34,0.0,0.0,0.0,0.0,0
5768350,400,1,428229.29,62560.0,0.0,0.0,428229.29,0
4975472,352,1,108923.02,25687.0,0.0,0.0,108923.02,0
218599,13,1,197674.52,257071.74,59397.22,97667.0,295341.52,0
4380601,311,3,1195.48,341611.08,340415.6,0.0,0.0,0
3817964,281,1,319926.39,0.0,0.0,501191.48,821117.87,0
3783460,280,4,477791.99,80041.0,0.0,0.0,477791.99,0
232551,14,1,204280.71,0.0,0.0,495563.21,632249.98,0
6317905,687,1,322275.64,26247.17,0.0,6731061.93,7053337.56,0
2047425,181,3,28731.43,0.0,0.0,0.0,0.0,0
5697050,397,4,2065442.81,39184.0,0.0,197022.6,2262465.41,0
5262563,372,1,145763.81,75168.0,0.0,0.0,145763.81,0
819448,40,1,29511.72,32588.0,3076.28,155518.48,124325.34,0
98271,10,3,6595.0,0.0,0.0,0.0,0.0,0
4250098,306,1,255238.34,69.0,0.0,0.0,255238.34,0
2297272,188,3,7102.36,0.0,0.0,0.0,0.0,0
3764819,279,4,220265.72,0.0,0.0,805268.75,1025534.48,0
6031051,474,3,595.15,809041.0,808445.85,0.0,0.0,0
670175,36,0,228876.03,6763010.13,6991886.16,509568.96,280692.93,0
1038293,94,3,8766.52,99086.0,90319.48,0.0,0.0,0
849008,41,1,217817.68,145883.0,0.0,3054273.54,2916271.7,0
3834563,282,3,10668.94,0.0,0.0,0.0,0.0,0
4482376,324,1,125219.6,4188.0,0.0,3840399.58,3965619.18,0
1739494,161,1,215375.59,30391.0,0.0,179985.79,395361.38,0
2459863,203,1,155574.08,124.0,0.0,214332.32,369906.4,0
2521415,205,0,106374.03,640065.75,746439.78,287181.16,180807.13,0
3583720,261,3,3865.15,0.0,0.0,0.0,0.0,0
3258323,251,1,39734.84,9043.0,0.0,0.0,39734.84,0
4380507,311,3,20132.82,0.0,0.0,0.0,0.0,0
6266643,617,0,135780.05,6056109.02,6191889.08,423018.15,287238.1,0
4443428,323,1,111048.78,191602.74,80553.96,1962897.56,2073946.34,0
1795040,162,3,14876.51,15491.0,614.49,0.0,0.0,0
3887646,283,0,235331.47,4261966.05,4497297.52,601951.12,366619.65,0
2690298,211,1,11879.82,0.0,0.0,143340.77,155220.59,0
1192410,132,1,121814.87,3019.0,0.0,2215364.8,2337179.66,0
1089201,129,3,23592.16,863269.62,839677.45,0.0,0.0,0
2180290,185,1,198418.03,74280.0,0.0,1215699.24,1414117.27,0
1473700,141,1,95759.56,0.0,0.0,3651998.09,3747757.65,0
2627725,209,3,3293.42,25695.23,22401.81,0.0,0.0,0
5406898,378,3,26225.65,0.0,0.0,0.0,0.0,0
5646124,396,1,204220.91,0.0,0.0,1108644.07,1312864.98,0
4167146,304,0,264560.08,2654646.6,2919206.68,413823.73,149263.65,0
2151022,184,0,257047.28,6135536.82,6392584.11,1665216.01,1408168.73,0
5038283,354,0,50696.25,7813870.72,7864566.97,69934.65,19238.39,0
4380917,311,3,15782.66,152476.0,136693.34,0.0,0.0,0
450065,19,3,15115.5,0.0,0.0,0.0,0.0,0
4149197,303,1,195407.05,6026.0,0.0,2334985.17,2530392.22,0
90710,10,1,473334.46,15785.0,0.0,0.0,473334.46,0
1706825,160,3,161.49,508016.84,507855.35,0.0,0.0,0
3796746,281,0,350743.85,3928494.2,4279238.06,2196769.75,1846025.9,0
3761074,279,3,787.55,844.67,57.12,0.0,0.0,0
5698384,397,1,618156.65,14187.0,0.0,68924.46,687081.11,0
4075465,301,3,23862.29,0.0,0.0,0.0,0.0,0
1041597,94,0,150791.18,2271155.29,2421946.47,259229.13,108437.94,0
4641519,330,1,36287.43,0.0,0.0,7800590.4,7836877.83,0
355442,17,3,7277.4,363833.67,356556.27,0.0,0.0,0
95181,10,3,21939.23,0.0,0.0,0.0,0.0,0
4580133,328,1,14386.9,0.0,0.0,376090.23,390477.13,0
791878,40,2,4892.16,26980.0,22087.84,1300395.99,1305817.1,0
1035706,94,0,51823.39,20955.0,72778.39,60389.17,8565.78,0
5679610,397,1,84893.58,32464.14,0.0,193514.22,278407.8,0
2424935,202,3,13194.44,312093.94,298899.51,0.0,0.0,0
5102605,355,1,177216.73,0.0,0.0,1035903.59,1213120.32,0
872547,42,1,231459.26,6008.0,0.0,858760.31,1090219.57,0
3320285,253,3,747.17,108798.0,108050.83,0.0,0.0,0
2607285,208,1,132684.15,27088.95,0.0,310278.1,442962.25,0
3012988,232,0,402791.59,1037156.39,1439947.97,1806623.87,1403832.28,0
2766983,213,3,861.64,12142.0,11280.36,0.0,0.0,0
667228,36,1,466909.49,10683.0,0.0,0.0,466909.49,0
3439822,257,3,1807.74,38045.54,36237.8,0.0,0.0,0
5202701,370,1,64597.5,0.0,0.0,85118.67,149716.18,0
1082549,129,4,1658688.36,50706.0,0.0,0.0,1946377.64,0
5350225,375,1,100660.95,0.0,0.0,172181.73,272842.68,0
3064821,234,1,182998.67,0.0,0.0,425906.44,608905.11,0
4828656,347,0,165849.39,111372.0,277221.39,26748.76,0.0,0
6265246,614,0,408684.86,157470.25,566155.11,4444140.36,4035455.51,0
413898,18,1,238780.85,0.0,0.0,2137090.98,2375871.83,0
6134470,544,1,334124.86,29743.0,0.0,0.0,334124.86,0
1186421,132,4,1090725.94,40036.0,0.0,78633.7,1169359.64,0
3361521,254,0,282463.76,16531.0,298994.76,48425.33,0.0,0
1724663,160,1,120392.01,20399.0,0.0,0.0,120392.01,0
2338180,189,0,170722.38,22328.0,193050.38,4201981.33,4031258.95,0
2070332,181,4,253640.11,0.0,0.0,298822.99,552463.1,0
908891,43,3,6814.77,0.0,0.0,0.0,0.0,0
4532062,326,1,224683.34,0.0,0.0,2470200.42,2694883.77,0
3075799,235,3,10681.08,282474.93,271793.85,0.0,0.0,0
854613,41,1,48324.86,0.0,0.0,55256.09,172795.71,0
6312044,686,0,188895.91,70016.0,258911.91,0.0,0.0,0
6358306,714,1,26943.92,214323.0,187379.08,0.0,26943.92,0
5346969,375,3,26635.55,0.0,0.0,0.0,0.0,0
4785948,345,3,90534.24,0.0,0.0,0.0,0.0,0
5475636,379,3,16814.85,63.0,0.0,0.0,0.0,0
888168,42,1,257547.02,0.0,0.0,917498.65,1175045.66,0
6114651,527,1,356207.07,0.0,0.0,514817.15,871024.22,0
3107998,235,1,61910.88,0.0,0.0,1807137.79,1869048.67,0
1705998,160,1,57502.07,0.0,0.0,209560.62,267062.69,0
3259681,251,1,252535.08,0.0,0.0,738652.6,991187.68,0
4480732,324,3,17385.45,141898.8,124513.35,0.0,0.0,0
2624144,208,1,80518.62,149.0,0.0,143828.02,224346.64,0
5250941,371,0,317737.76,3336383.07,3654120.82,443222.41,125484.65,0
5307192,373,4,217372.32,0.0,0.0,415889.96,633262.28,0
3636332,274,1,199448.64,99421.0,0.0,1289199.97,1488648.61,0
2989468,231,3,13948.57,99660.25,85711.68,0.0,0.0,0
2254255,187,1,68417.05,1724.0,0.0,1155000.09,1223417.14,0
1361666,138,1,294628.19,0.0,0.0,1211012.07,1505640.26,0
5403255,377,0,87021.83,14793.0,101814.83,1162815.2,1075793.38,0
3844688,282,0,20898.5,4116647.15,4137545.64,982834.77,961936.28,0
4462365,323,3,78159.92,0.0,0.0,0.0,0.0,0
2324068,188,3,2999.83,9013.0,6013.17,0.0,0.0,0
3864932,283,3,4668.06,0.0,0.0,0.0,0.0,0
6187688,569,3,3765.8,0.0,0.0,0.0,0.0,0
1278774,135,3,28829.6,11622.0,0.0,0.0,0.0,0
6119420,538,3,33298.23,42194.04,8895.81,0.0,0.0,0
6106709,525,1,43310.44,0.0,0.0,266905.75,310216.19,0
4888863,349,1,107246.96,0.0,0.0,3355125.17,3462372.14,0
4303009,307,1,186887.27,41863.0,0.0,293033.13,479920.4,0
5508241,380,4,284353.58,0.0,0.0,8014561.18,8298914.75,0
399992,18,3,14992.41,7711.0,0.0,0.0,0.0,0
1678724,159,0,320122.1,165254.0,485376.1,0.0,0.0,0
5801268,401,3,34050.9,379.0,0.0,0.0,0.0,0
194124,13,3,8056.96,438.0,0.0,0.0,0.0,0
3501190,259,1,68841.33,0.0,0.0,1012334.37,1081175.7,0
1996246,179,3,5603.72,0.0,0.0,0.0,0.0,0
1451841,140,0,101289.51,7241418.22,7342707.73,382685.15,281395.65,0
2660883,210,1,88779.06,96224.85,7445.79,1121390.62,1155934.91,0
592854,33,4,492107.34,15754.0,0.0,2103766.71,2595874.05,0
4487296,324,1,133766.23,711559.72,577793.49,1469759.76,1603525.99,0
6287267,661,0,174809.44,331690.08,506499.53,302178.22,127368.78,0
4184414,304,0,160206.05,21501.0,181707.05,693.1,0.0,0
5088104,355,3,4866.66,135.0,0.0,0.0,0.0,0
169540,12,3,2386.9,502280.7,499893.8,0.0,0.0,0
245736,14,3,6239.38,103917.0,97677.62,0.0,0.0,0
755100,38,0,11039.52,5063666.05,5074705.57,193343.72,182304.21,0
1284211,135,0,388036.03,329.0,388365.03,0.0,0.0,0
6180258,565,3,12682.41,107241.69,94559.28,0.0,0.0,0
2786382,215,4,172119.07,0.0,0.0,894050.81,1066169.88,0
2150194,184,3,11289.41,166264.84,154975.43,0.0,0.0,0
6067686,514,0,150856.56,794.0,151650.56,0.0,0.0,0
1914075,166,1,346309.99,3253.91,0.0,17417382.77,17763692.76,0
5408925,378,0,240654.62,926584.0,1167238.62,244404.1,3749.48,0
4651510,330,1,36410.8,854681.0,818270.2,0.0,36410.8,0
4958174,351,3,31293.66,331147.7,299854.04,0.0,0.0,0
4088133,301,1,194759.1,0.0,0.0,3018761.58,3213520.68,0
823187,41,0,132540.84,51532.0,184072.84,971868.7,839327.86,0
838472,41,3,11917.5,10650.0,0.0,0.0,0.0,0
4494820,325,1,107526.98,16672.0,0.0,0.0,107526.98,0
6271959,621,3,821.97,11090.0,10268.03,0.0,0.0,0
1809233,163,1,54169.19,30369.0,0.0,44929.32,99098.52,0
5813926,401,1,17484.18,19906.0,2421.82,0.0,17484.18,0
5213600,370,3,10690.79,296810.26,286119.47,0.0,0.0,0
4745346,333,1,78067.93,17124.0,0.0,0.0,78067.93,0
4582070,328,1,156982.18,0.0,0.0,1164348.64,1321330.82,0
495142,20,0,57695.19,2070270.46,2127965.65,264768.35,62432.22,0
5857518,402,3,758.06,76739.11,75981.05,0.0,0.0,0
4519461,325,0,505319.65,5716574.58,6221894.23,1347088.06,841768.41,0
3642893,275,3,9977.72,41887.96,31910.24,0.0,0.0,0
1654873,158,0,319271.08,3856830.43,4176101.51,437679.31,118408.23,0
2209534,186,3,969.48,0.0,0.0,0.0,0.0,0
4202640,305,0,433957.19,110313.0,544270.19,179648.44,0.0,0
4376732,311,4,1073994.15,0.0,0.0,1841422.63,2915416.77,0
6286379,661,0,290696.97,34131.0,324827.97,887261.37,596564.4,0
1889493,164,4,109764.43,16521.45,0.0,3125575.0,3235339.43,0
3857148,283,1,142.73,5650.82,5508.09,156334.63,156477.36,0
4373493,310,3,8222.86,30535.85,22312.99,0.0,0.0,0
1780150,162,3,2104.2,0.0,0.0,0.0,0.0,0
3323421,253,1,203990.7,0.0,0.0,5058753.33,5262744.03,0
6230985,592,0,246353.62,4638740.47,4885094.09,1706376.22,1460022.6,0
6074448,517,1,19262.14,10568.0,0.0,1662693.68,1681955.81,0
1101640,130,1,115571.77,264492.83,148921.06,339802.11,455373.88,0
2277364,187,3,12866.86,170157.0,157290.14,0.0,0.0,0
2091977,182,3,16036.62,1822.0,0.0,0.0,0.0,0
5066402,354,1,51058.16,0.0,0.0,1961878.91,2012937.06,0
4278405,307,1,161153.33,25880.0,0.0,0.0,161153.33,0
4587885,328,2,31920.26,14551.0,0.0,5848619.9,5880540.16,0
5920195,404,0,219283.18,1474.0,220757.18,0.0,0.0,0
3006088,232,1,688448.58,20236.0,0.0,1467765.82,2156214.4,0
5914205,404,1,35904.34,0.0,0.0,318304.71,354209.06,0
2811974,225,1,261146.06,229106.78,0.0,3535140.12,3796286.18,0
2464808,203,1,24346.94,0.0,0.0,281857.85,306204.8,0
2442414,203,1,6288.63,0.0,0.0,8634853.37,8641142.0,0
1897634,165,3,2432.03,206.0,0.0,0.0,0.0,0
1112658,130,1,281214.16,0.0,0.0,511007.07,792221.23,0
3696530,277,3,16559.9,571239.0,554679.1,0.0,0.0,0
2910113,229,0,461872.6,1130221.53,1592094.13,1029502.21,567629.62,0
4111538,302,0,62832.92,6358463.75,6421296.66,839544.77,776711.86,0
7232,7,0,201011.68,2494724.15,2695735.83,6153407.58,10006403.16,0
1475015,141,1,217471.19,66049.0,0.0,0.0,217471.19,0
1839679,163,3,9956.9,139862.0,129905.1,0.0,0.0,0
3121798,236,1,126952.14,37293.0,0.0,0.0,126952.14,0
6343798,692,1,24689.11,14872.1,0.0,131101.11,155790.22,0
5759671,400,3,17274.15,42122.0,24847.85,0.0,0.0,0
6031439,474,1,122483.7,51658.0,0.0,0.0,122483.7,0
558081,22,1,154691.16,2833.0,0.0,0.0,154691.16,0
5048010,354,3,19180.89,10571.0,0.0,0.0,0.0,0
4287353,307,0,11192.6,304356.0,315548.6,9164373.49,9153180.89,0
5672272,397,1,532509.75,20475.0,0.0,1784249.44,2316759.18,0
4104408,301,1,346119.32,17861.0,0.0,291170.1,637289.41,0
374600,17,1,137307.51,25171.0,0.0,605229.28,540673.18,0
5832296,402,4,416592.23,62313.0,0.0,11293876.73,11710468.96,0
5543057,382,0,83971.28,18441546.78,18525518.06,211588.55,127617.27,0
3267007,251,3,39381.7,93936.0,54554.3,0.0,0.0,0
644750,35,1,117599.79,322815.0,205215.21,0.0,117599.79,0
792262,40,3,6553.72,11260.0,4706.28,0.0,0.0,0
3827001,282,0,82841.07,8221000.36,8303841.42,339314.08,256473.01,0
6143392,545,3,44191.22,20046.0,0.0,0.0,0.0,0
778613,39,1,106661.34,140629.0,33967.66,0.0,106661.34,0
1038953,94,1,2432.06,66086.0,63653.94,250262.13,252694.19,0
5729939,399,3,87025.11,12078.0,0.0,0.0,0.0,0
3030563,233,3,7813.44,192508.53,184695.09,0.0,0.0,0
4997591,352,0,282716.61,253543.0,536259.61,128926.25,0.0,0
747615,38,1,37748.14,0.0,0.0,2022449.94,2060198.09,0
2188768,185,1,404906.66,31062.0,0.0,61492.34,466399.0,0
5898696,403,0,69863.43,40627.0,110490.43,752873.95,683010.51,0
2800616,217,3,4640.59,2580.27,0.0,0.0,0.0,0
1674735,158,3,4027.41,176192.66,172165.25,0.0,0.0,0
1007077,46,3,10869.21,0.0,0.0,0.0,0.0,0
1977152,178,1,207039.13,0.0,0.0,424802.89,631842.02,0
3142933,236,1,120149.29,0.0,0.0,2206757.44,2326906.73,0
1893939,165,1,129540.2,0.0,0.0,860121.59,989661.79,0
891639,42,1,60248.55,9392.0,0.0,1823380.26,1883628.81,0
1035090,93,3,2092.34,0.0,0.0,0.0,0.0,0
5973506,407,3,3790.02,8114.0,4323.98,0.0,0.0,0
3444992,257,1,191832.38,12246.0,0.0,0.0,191832.38,0
2734812,212,3,10270.17,431457.15,421186.98,0.0,0.0,0
3287009,252,1,334330.96,0.0,0.0,4099363.24,4433694.21,0
1415860,139,1,39704.49,4545.0,0.0,429658.38,469362.87,0
5823414,402,1,316266.18,0.0,0.0,1130406.39,1446672.57,0
3543329,260,1,203119.64,11813.96,0.0,603195.01,806314.65,0
5500272,380,1,138178.09,0.0,0.0,356636.92,494815.01,0
5457840,379,1,61210.65,41041.0,0.0,0.0,61210.65,0
3957174,288,3,89388.84,54925.56,0.0,0.0,0.0,0
5552129,383,0,5288.96,4254340.8,4259629.76,1372138.86,1366849.9,0
5642450,396,1,112484.78,2228.0,0.0,372615.48,485100.25,0
413247,18,4,137102.11,0.0,0.0,3893969.69,4031071.79,0
430846,18,3,2996.33,74765.29,71768.96,0.0,0.0,0
2639123,209,3,5782.52,0.0,0.0,0.0,0.0,0
2103738,183,0,234783.56,12409.0,247192.56,1850585.55,1615801.99,0
698951,36,3,10274.41,0.0,0.0,0.0,0.0,0
476042,19,0,298163.79,80986.0,379149.79,645745.11,347581.32,0
59595,9,1,281510.88,0.0,0.0,423139.16,1750438.47,0
939639,43,1,78495.9,0.0,0.0,199756.86,666541.78,0
1740871,161,1,235139.38,0.0,0.0,4348546.04,4583685.42,0
2098841,182,4,1350937.08,51546.0,0.0,1029819.88,2380756.96,0
2078573,182,0,80412.29,1196933.19,1277345.48,812705.55,732293.26,0
2201433,185,3,4516.56,0.0,0.0,0.0,0.0,0
2732389,212,4,19523.53,7323.0,0.0,124092.43,143615.96,0
3063081,234,1,195393.22,6959.0,0.0,218068.67,413461.89,0
2075459,182,0,74504.71,294706.03,369210.74,770440.06,695935.35,0
1141621,131,0,208920.47,9672215.21,9881135.68,719298.77,510378.3,0
1427702,139,0,44001.28,6483483.37,6527484.66,132256.78,88255.49,0
1585857,155,0,143842.84,438808.24,582651.08,686674.18,542831.34,0
3830538,282,0,153975.31,22516.0,176491.31,902746.45,748771.14,0
4716135,332,0,94306.5,3837280.47,3931586.97,426866.35,332559.86,0
4640882,330,1,86844.69,0.0,0.0,163300.87,250145.55,0
2792094,215,3,12192.64,0.0,0.0,0.0,0.0,0
61676,9,3,12211.67,0.0,0.0,0.0,0.0,0
1591902,156,3,15282.38,17701.0,2418.62,0.0,0.0,0
573672,24,3,3697.45,19978.0,16280.55,0.0,0.0,0
3534667,259,0,24333.16,2076604.77,2100937.94,965475.43,1004862.67,0
2547547,206,0,72326.99,30346.0,102672.99,180635.93,108308.94,0
5381487,376,0,99722.9,10530269.66,10629992.56,637660.06,537937.16,0
2811118,225,1,27031.55,0.0,0.0,580778.66,607810.21,0
2666315,210,1,10245.68,0.0,0.0,3901801.34,3912047.02,0
613530,34,1,145990.52,21291.0,0.0,2569997.55,2618347.59,0
240955,14,3,7833.42,90116.0,82282.58,0.0,0.0,0
965960,44,4,228133.33,0.0,0.0,7489493.55,7717626.88,0
4211961,305,3,8649.65,0.0,0.0,0.0,0.0,0
5993465,420,1,71366.75,0.0,0.0,3670202.48,3741569.23,0
4587464,328,1,95793.55,0.0,0.0,114339.43,210132.99,0
3460022,257,3,3141.8,0.0,0.0,0.0,0.0,0
1687127,159,1,83874.54,0.0,0.0,1066986.22,1150860.76,0
1286420,135,3,1321.67,198.0,0.0,0.0,0.0,0
4747884,333,3,15610.92,2286.0,0.0,0.0,0.0,0
839723,41,3,6431.15,0.0,0.0,0.0,0.0,0
1020952,47,3,6105.1,21870.0,15764.9,0.0,0.0,0
3690583,277,1,28196.52,205998.0,177801.48,136928.96,165125.48,0
3988228,298,0,118265.7,5859601.29,5977866.99,290122.53,171856.83,0
6152798,547,1,9045.02,24683.0,15637.98,4275846.24,4284891.27,0
848709,41,3,2183.53,664603.52,662419.99,0.0,0.0,0
3246254,250,1,75763.36,0.0,0.0,759475.89,835239.25,0
6115757,527,0,375532.83,8937476.59,9313009.42,1234215.35,858682.52,0
1523728,153,0,133771.98,2967264.89,3101036.88,1566264.0,1432492.02,0
1460702,140,3,6862.19,71208.0,64345.81,0.0,0.0,0
4340378,308,0,186638.08,5783977.61,5970615.68,614994.06,428355.98,0
1817245,163,1,67142.32,0.0,0.0,130114.47,197256.79,0
4202100,305,1,10901.44,1267.0,0.0,0.0,10901.44,0
637060,35,0,46863.89,850.0,47713.89,66666.92,19803.03,0
3710109,277,4,442308.93,0.0,0.0,794004.99,1236313.93,0
3702794,277,3,905.17,0.0,0.0,0.0,0.0,0
312925,16,3,8880.33,211459.0,202578.67,0.0,0.0,0
2463291,203,0,308346.36,7210.0,315556.36,151069.03,0.0,0
6351680,705,1,133369.76,151899.0,18529.24,0.0,133369.76,0
833790,41,0,12550.35,16345010.28,16357560.64,88822.57,76272.22,0
3109428,235,3,1729.11,20005.0,18275.89,0.0,0.0,0
2660058,210,1,123962.41,0.0,0.0,957552.51,1081514.92,0
115017,11,1,148867.57,1812.0,0.0,0.0,148867.57,0
4438058,323,1,83982.6,3021.0,0.0,0.0,83982.6,0
3878047,283,3,1949.19,29908.0,27958.81,0.0,0.0,0
441438,19,0,59967.07,17012.0,76979.07,145595.0,0.0,0
3802162,281,3,9378.81,0.0,0.0,0.0,0.0,0
23747,8,1,319487.97,0.0,0.0,420842.73,2432075.54,0
1822520,163,1,174981.3,31403.0,0.0,0.0,174981.3,0
3861910,283,0,99012.34,852854.0,951866.34,0.0,0.0,0
3057335,234,3,31800.59,7902.0,0.0,0.0,0.0,0
4418433,322,1,153798.61,101093.0,0.0,0.0,153798.61,0
2546104,206,0,188861.2,20885501.84,21074363.04,553331.61,364470.41,0
5360935,375,3,3946.52,61714.0,57767.48,0.0,0.0,0
5316140,374,1,362946.9,0.0,0.0,438662.73,802129.3,0
2817292,225,1,149263.96,164586.0,15322.04,62368.85,211632.81,0
253585,14,1,631810.47,10671.0,0.0,0.0,532796.3,0
6282453,656,3,6850.63,15435.0,8584.37,0.0,0.0,0
3135314,236,3,6749.54,84258.0,77508.46,0.0,0.0,0
3561153,260,0,157734.84,16714858.45,16872593.29,379095.61,221360.77,0
3023055,233,3,14130.12,4068.0,0.0,0.0,0.0,0
4617087,329,1,46467.33,57390.0,10922.67,555522.16,601989.49,0
1518777,153,0,51296.65,2928543.54,2979840.19,1863995.33,1863416.79,0
1473418,141,4,235003.24,0.0,0.0,751083.59,986086.83,0
6256679,598,3,5001.61,0.0,0.0,0.0,0.0,0
3446903,257,3,6953.88,10044.01,3090.13,0.0,0.0,0
5344668,375,4,301829.23,0.0,0.0,876162.88,1177992.11,0
196800,13,4,975224.6,0.0,0.0,4472271.67,5447496.28,0
925613,43,4,321355.38,709795.57,388440.19,567611.35,888966.73,0
4668730,331,1,96682.42,11311.0,0.0,0.0,96682.42,0
2487431,204,3,6574.81,16152.0,9577.19,0.0,0.0,0
2007617,179,0,141256.58,26316.0,167572.58,9177524.56,9036267.98,0
4416004,322,1,168317.37,34942.0,0.0,0.0,168317.37,0
5065393,354,3,3169.29,10032.0,6862.71,0.0,0.0,0
6003068,428,1,226223.8,32579.0,0.0,145031.75,371255.55,0
5974871,407,1,25703.53,0.0,0.0,22952251.22,22977954.75,0
4264139,307,3,17290.7,328.0,0.0,0.0,0.0,0
607835,34,0,190234.05,115466.0,305700.05,0.0,2319716.12,0
5115725,356,1,145679.68,159754.0,14074.32,137238.68,282918.36,0
2394849,201,1,224064.9,0.0,0.0,748152.12,972217.01,0
5138044,356,1,146170.84,0.0,0.0,166158.97,312329.81,0
